Name,Affiliation,h-index,i10-index,Citations
MANISH KUMAR,B.Tech student,121,1261,76318
Manisha Sharma,"Assistant Professor, SGT University",46,241,11379
Manjeet singh,EDITOR,70,488,23640
DR. NAVDEEP KAUR CHAHAL,"Instructor ,Granville College,Vancouver",14,36,1307
Prof. Navneet Gupta,"Professor, Department of Electrical and Electronics Engineering, BITS, Pilani, rajasthan",22,51,2155
Neha Gupta,RESEARCH SCHOLAR,42,360,12025
Priyanka Sharma,Assistant Professor,72,483,25810
Dr.Rachna Sharma,Assistant professor of psychology,35,143,6627
Rituparna Chakrabarti,Deputy Editor at Cell Press,10,10,694
Ruchika Sharma,"Assistant Professor, Ajeenkya DY Patil University",41,193,9489
Sandeep Sharma,Guest faculty,77,495,26441
Sunaina Sharma,Maharaja Agrasen University,39,150,7231
Supreet Kaur,"Department of Economics, University of California, Berkeley",11,11,1957
Surabhi Sharma,Retina and phaco surgeon,46,154,8477
Swati Sharma,Maulana Azad Medical College,67,447,22602
Dr. Vikas Chawla,"Professor, Department of Mechanical Engineering, IKG Punjab Technical University, Kapurthala, Punjab",24,53,2640
Vikas Kumar,Professor,108,1148,65750
Anil K. Jain,Michigan State University,220,819,276287
Satadal Das,"Peerless Hospital & B. K. Roy Research Centre; BSS Hospital, Kolkata",49,272,11249
Chaitanya K. Joshi,"PhD Student, University of Cambridge",15,15,2887
Ashok Patel,Guangdong Technion Israel Institute of Technology,52,103,9981
dr paul patrick,clinical officer  same district hospital,154,724,104997
Dr. Prashant Shukla,Bhabha Atomic Research Centre,217,1098,229403
dr paul patrick,clinical officer  same district hospital,154,724,104997
Harish Chandra Joshi,Graphic Era Deemed to be university,9,9,430
Shailendra Kumar Yadav,"A. Professor in Institute of Forestry, Tribhuwan University, Nepal",7,5,165
Harish C. Mehta,"Former Lecturer, University of Toronto, McMaster University and Trent University",7,6,184
Hukam C. Rawal,Postdoctoral Fellow (Bioinformatics),17,19,1059
Dr. Tanvi Sharma,Government of Canada,17,17,2235
H C Verma,IIT Kanpur,36,108,4888
Sanjeev Gupta,"Professor, LN Medical College & RC, Bhopal",20,92,3752
Mahendra Chandra Joshi,National Institute of Technology Rourkela,6,5,141
VASANTH KUMAR M.C,"DEPT OF ANIMAL HUSBANDRY & VETY SERVICES , KARNATAKA , INDIA",34,157,6496
Professor Paul Mc Kevitt,"Professor Emeritus, Ulster University",25,68,4761
Mehul C. Raval,"Project Integrator, RCT Solutions GmbH",7,7,194
MEHAR CHAND SHARMA,Professor of Neuropathology,53,344,12374
Dr. Mukesh Kumar Sharma,"Professor & Head, Department of Mathematics, Chaudhary Charan Singh University, Meerut",29,177,5406
Manpreet Kaur Kohli,Assistant Professor,1,0,3
Mukesh Zaveri,"Professor of Computer Engineering Department, SVNIT, Surat",26,84,2855
Nikhil J Joshi,"Research Software Engineer, Google DeepMind",47,77,11790
Vikas Khandelwal,"Senior Scientist, ICAR-AICRP on Pearl Millet, PC Unit, Jodhpur-342304",16,24,1146
Shital Lahoti,"Assistant professor of computer science ,MIT Engineering Aurangabad",0,0,0
"Satyajayant ""Jay"" Misra","Professor of Computer Science and Electrical and Computer Engineering, New Mexico State University",55,289,16878
Dr. Pooja Nagpal,"Asst. Prof. of Computer Science ,Amity University",7,7,240
Geetika Narang,Assoc.Prof Computer Engineering,4,1,52
Shwetak Patel,"University of Washington, Washington Research Foundation Endowed Professor, Computer Science",74,235,22212
Gopal Naraian Purohit,"Professor of Computer Science, Banasthali University, Rajasthan",31,87,3411
Prakash Chandra Rathi,"AstraZeneca, Cambridge, UK",12,12,639
Shivam Raval,MS Computer Science,3,3,51
Kaushik Roy,"Professor of Electrical and Computer Engineering, Purdue University",131,857,71948
Rakhi Shah Barkowski,"General Physician, PC",3,2,123
Praphulla Chandra Shukla,IIT Kharagpur,18,22,2652
Amarvir Singh,Assistant Professor in Computer Science,95,893,49453
Hiroaki Kitano,"The Systems Biology Institute, Director / Sony Computer Science Laboratories, Inc., President and CEO / Okinawa Institute of Science and Technology, Professor",94,319,58335
Prakash Chandra Srivastava,Professor of Soil Science,31,91,3423
"Akshya Swain, PhD (Sheffield)","Department of Electrical,Computer & Software Engineering, The University of Auckland",33,102,4032
Kishor Trivedi,"Chaired Professor of Electrical and Computer Engineering, Duke University",114,544,55604
Rajiv K. Varma,"Professor, Electrical and Computer Engg., The University of Western Ontario, London, ON, Canada",42,89,8458
Vyas Sekar,"Tan Family Chair in Electrical and Computer Engineering, Carnegie Mellon University",67,138,22730
Pankaj Kumar Khandelwal,"Associate professor, Mahatma Gandhi College of Pharmaceutical Sciences, Jaipur (Rajasthan)",2,1,25
"PK Mishra, Principal Scientist","Director, ICAR-IISWC Dehradun",65,466,22245
PARDEEP KUMAR NAGPAL,"Department of Mechanical Engineering, IKG Punjab Technical University, Kapurthala, Punjab, India",3,0,17
Pravesh K Patel,Lawrence Livermore National Laboratory,77,237,22551
Prashant K Purohit,"Professor of Mechanical Engineering and Applied Mechanics, University of Pennsylvania.",36,76,6709
Engr. Mahaveer Rathi,"GC University, Hyderabad",2,0,11
Prof. Dr. Haroon Rahim,"Principal, Rawal College of Pharmacy, Islamabad",10,10,258
Dr. Zafar Iqbal Roy,Assistant Professor,71,589,28556
Prof. Dr. Zahir Shah,The University of Agriculture Peshawar,64,440,20819
"Dr. P. K. Shukla, CSIR-CDRI",CSIR-Central Drug Research Institute,42,99,5941
P. K. SINGH,"Professor in Life Sciences, Manipur University",56,382,17423
Saima Sohni,Universiti Sains Malaysia,13,14,839
Pramod K Srivastava PhD MD,University of Connecticut School of Medicine,88,216,34815
Pranay Kumar Swain,"Associate Professor, National Institute of Science Education and Research (NISER), HBNI, Bhubaneswar",6,5,751
Pravin K. Trivedi,Indiana University & University of Queensland,47,99,50841
Pawan Kumar Kasera,"Jai Narain Vyas University, Jodhpur",10,10,584
Pravin Prakash Rathod,Assistant Professor,1,1,100
Rajal B. Shah,"Dr. Charles T. Ashworth Professor of Pathology, University of Texas Southwestern Medical Center",73,135,26739
Ravindra Chandra Joshi,"Independent Consultant on invasive species, climate change, biodiversity loss, and food and",26,59,2948
Dr. R.C.Saravana Kumar,Assistant Professor of Commerce,39,179,9756
Rahul C Mehta,Co-Founder & CEO,29,56,2875
Paul R. C. Kent,Oak Ridge National Laboratory,67,166,59145
R C Sharma,"Professor Emeritus, Amity University",50,367,15887
Rahul C Thakkar,MAART LLC,11,15,409
Rakesh K Jain,"Massachusetts General Hospital, Harvard Medical School, Carnegie Mellon, Columbia, Delaware",229,665,246120
Rakesh Kumar Jha,"Top 2% Scientist, PDPM IIITDM Jabalpur, NIT Surat, NIT Jalandhar, SMVDU Katra, CU Jammu",32,73,7625
RICHIKA KEDIA JAIN,Assistant Professor at Royal School of Commerce,0,0,0
"Ravleen Kaur Kohli, PhD","Environmental Scientist, Government of California",9,8,232
Rabindra Kumar Mishra,Sohela(Degree)College,30,130,6021
Raj Kumar Nagpal,"Synopsys, Inc.",9,7,158
Raj Kumar Narang,Professor and Principal ISF College of Pharmacy & Research,21,37,2042
RK Naresh,"Professor, Agronomy, Sardar Vallabhbhai Patel University of Agriculture and Technology, Meerut, UP",43,178,8773
Harsh Purohit,"Assistant Professor, RK University",0,0,0
Rathi Krishnan Rengarasu,"Postdoc researcher, University of Tuebingen",3,2,79
Ravindra Kumar Rawal,Research scientist,3,1,35
Ram K Roy,"Professor, Department of Chemistry, BITS-PILANI, PILANI, Rajasthan, India",30,50,3359
Rahul K. Shah,otolaryngology,43,101,5351
Ajit Kumar N Shukla,RK University,37,127,17188
Rakesh Singh,R.K.University,111,971,62252
R. K. Soni,"Professor, Indian Institute of Technology Delhi",30,78,2807
Rupesh Kumar Srivastava,NNAISENSE,17,25,17764
Rajeeb K. Swain,"Institute of Life Sciences, Bhubaneswar",16,25,2246
Raman Kumar Trivedi,"Professor, Dept of Aquatic Environment Management, West Bengal University of Animal & Fishery Sciences",14,18,721
RounakKumar Vasani,Student,0,0,0
Ravindra Kumar Verma,CERN-LHC-CMS,104,475,40069
Ram Kishore Saxena,"Professor Emeritus of Mathematics, Jai Narain Vyas University",45,134,12685
Samir Kumar Pal,"Senior Professor, S N Bose national centre for Basic Sciences",62,265,15962
Prof. S.K. Jain,"Professor of Biotechnology, F/Science & Professor of Biochemistry, HIMSR, Jamia Hamdard, N Delhi",73,529,24728
S. K.JOSHI,"University of Allahahabad, University of Roorkee, National Physical Lab",24,77,2667
Sanjay Kumar Kedia,"Scientist at Inter University Accelerator Centre, New Delhi",6,3,112
Ramji Khandelwal,University of Saskatchewan,34,85,3357
Sudhir Kumar,"Director, iGEM, Carnell Professor of Biology, Temple University",86,192,310283
Shilpa Kabra Maheshwari,National Engineering Industries Limited,4,4,101
SURINDER KUMAR MEHTA,Panjab University Chandigarh,70,322,16708
Saroj Kanta Mishra,"Professor and Head, Department of Endocrine Surgery, Sanjay Gandhi Postgraduate Institute of Medical",51,190,9973
Saroj Kumar Lenka,"Mody University(Formerly MITS), India",22,67,2143
Sunil K. Narang,Facebook,19,22,7204
Nischal Khakurel,"Metrology Engineer, SK Siltron CSS",3,1,25
Sangram Kishor Patel,"Deputy Director, Population Council Institute",32,48,30409
Surajit Kumar Paul,"Associate Professor, Department of Mechanical Engineering, Indian Institute of Technology Patna",36,74,3863
SOURAV KUMAR PUROHIT,"Assistant Professor at Computer Science Engineering,Sambalpur University Institute of Information",2,2,93
Sanjeev Kumar Raghuwanshi,"Department of Electronics Engineering, Indian Institute of Technology (ISM) Dhanbad",30,81,3331
Suresh Kumar Rathi,Epidemiologist,14,20,792
Sushant K. Rawal,McMaster University,18,25,1121
Sushant K. Rawal,McMaster University,18,25,1121
Roy Billinton,"Distinguished Professor Emeritus. ECE Dept, University of Saskatchewan",100,490,54041
"Saagar K. Sanghvi, MD, FACC",NorthShore Cardiovascular Institute,6,6,148
Sonali K. Shah,University of Illinois at Urbana-Champaign,23,32,9607
"Sanjib Kumar Sharma MD,DM,FRCP, FISN,FESC,FACC","Professor of Medicine (Cardiology, Nephrology and Snakebite)",53,190,33397
SANDEEP KUMAR SHUKLA,PhD scholar,71,354,23245
Sunil Kumar Singh,"Assistant professor of Mechanical Engineering Department, SIEM, Siliguri",59,437,20384
Sandeep K. Singhal,"Senior Director of Storage, Meta",58,110,13450
Sanjeev Kumar Soni,"Professor of Microbiology, Panjab University",31,67,4139
Samir K Srivastava,Indian Institute of Management Lucknow,27,42,14214
Sanjay Kumar Swain,NISER,210,1247,210810
Shrawan Kumar Trivedi,Rajiv Gandhi Institute of Petroleum Technology,18,24,1265
SUNIL KUMAR VERMA,Assistant Professor,39,157,9735
Sumitra Kumari Choudhary,"Department of Botany, Jai Narain Vyas University, Jodhpur (Rajasthan)",5,3,111
Dr Meenakshi Sharma,Professor,71,484,47617
Somnath Basu Roy Chowdhury,University of North Carolina at Chapel HIll,11,12,381
Vijay Kumar Jain,Indian Institute of Technology Kanpur India,94,556,33082
VK Joshi,"Visiting Professor, CSIR consultant Member FSSAI, Editor In Chief: Int Journal of Food and",50,228,9575
Vivek Kumar Kedia,Assistant professor of Botany,2,0,12
"Vinod Kumar Gupta, FWIF,FNASc, FRSC","Professor Abdulazeez University; Jedeha, Saudi Arabia;Thomson Highly Cited Researcher",202,907,141173
Vedant K. Mehta,Lead Engineer,10,10,332
Prof. B.K. Mishra,"Director, Indian Institute of Technology Goa, (formerly Director CSIR-IMMT Bhubaneswar)",64,269,16452
Saroj Kumar Lenka,"Mody University(Formerly MITS), India",22,67,2143
Vijayan VK,"Former Director, Vallabhbhai Patel Chest Institute, University of Delhi & Former Advisor to DG, ICMR",54,208,10197
Venkat Krishnan Sundaram,"Paul Flechsig Institute of Neuropathology, University Clinic Leipzig",7,6,173
Vijay K Prajapati,"Associate Professor, Department of Biochemistry, University of Delhi South Campus",42,84,5933
Vandana K. Purohit,Professor of Commerce,0,0,0
Vinay Kumar Rathi,"Clinical Fellow in Otolaryngology, Massachusetts Eye and Ear Infirmary/Harvard Medical School",19,44,1401
Satadal Das,"Peerless Hospital & B. K. Roy Research Centre; BSS Hospital, Kolkata",49,272,11249
Virendra K. Verma,"Asst Professor of Electronics and Communication Engg, Sanghvi Institute of Management and Science",3,2,63
Vijay K. Shah,"Assistant Professor, ECE, North Carolina State University",19,31,1086
Vijay K Sharma,"Associate Professor, YLL School of Medicine, National University of Singapore and Senior Consultant",107,569,77773
"Vivek Kumar Shukla, PhD IIT Kanpur, India","Department of Applied Physics, Gautam Buddha University, Greater Noida",17,25,2524
Varun Kumar Singhal,Assistant Professor,4,1,33
VIJAY KUMAR SONI,India Meteorological Department,25,40,2185
V. K. SRIVASTAVA,"Department of Mechanical Engineering, Indian Institute of Technology (BHU), Varanasi-221005, India",36,108,5463
Vishal Kumar Swain,GIET University,1,0,3
Vinay K. Trivedi,"Assistant Professor, ECED, TIET Patiala",10,10,263
Vaishnav Kumar Shenbagam,"Ph.D. Student, Indian Institute of Technology, Madras",4,3,74
Vinay Kumar Verma,"@Amazon, Prev: IIT-Kanpur, Duke University NC, HCU",19,22,2114
Valmik K. Vyas,DSM,19,23,2521
Vaishali Patel,Office of the National Coordinator for Health Information Technology,34,62,4780
Dr. Amit Jain,"Director, Global Institute of Technology & Management",86,636,57744
Ashish Kumar,physics,88,943,60246
Avichal Kumar,PhD in Pharmaceutical Science (Pursuing),4,0,38
Dr. Brijesh Kumar Sonkar,University of Lucknow,53,342,14966
Chandrashekhar Sreeramareddy,"Division of Community Medicine, International Medical University",81,125,135919
Deepanjan Chattopadhyay,University of Kalyani,0,0,0
Dhirendra Pratap Singh,INDIAN COUNCIL OF MEDICAL RESEARCH,19,27,1367
Gaurav Chatterjee,"ACTREC, Tata Memorial Centre. Homi Bhabha National Institute",15,21,718
Gulshan Kumar,Phd,48,180,9729
Professor Indra Mani Mishra,"Indian Institute of Technology (Indian School of Mines), Dhanbad; Formerly at Indian Institrute of",66,150,16630
Dr. Manohar Lal Choudhary,"National Institute of Virology, Pune, India",20,26,1929
Mayank R Patel,The C V M University,12,12,1356
Navneet Kumar,University of Illinois at Urbana-Champaign,57,369,16662
"Dr. Neeraj Kumar, SMIEEE",TIET India,131,752,64158
Sandosh Padmanabhan,"University of Glasgow, UK",96,241,61922
Partha Pratim Roy,"Associate Professor of Computer Science & Engineering, Indian Institute of Technology, Roorkee",50,188,9249
Piyush Kumar,Assistant Professor in Management,73,451,25456
Dr.Pradeep Kumar Jain,"Professor ,SOS in Geology, Maharaja Chhatrasal Bundelkhand University, Chhatarpur M.P.",5,3,137
Prof. Pradyumna Kumar Mishra,"ICMR-National Institute for Research in Environmental Health, Bhopal, India",48,135,7062
Dr Prashanth Patel,Associate Professor,20,24,2090
RAJESH  KUMAR SHARMA,Research scholar,54,375,15666
Rashmi Jain,Associate Specialist II at UC-Davis and Lawrence Berkeley National Lab,14,15,2448
Rohini Kumar,Helmholtz Centre for Environmental Research (UFZ),57,129,10864
Dr.Ruchi gupta,"Professor,Ajay Kumar Garg Engineering College Ghaziabad",8,7,268
SHIVA PRATAP SINGH,"Senior Scientist, ICAR-Central Institute for Research on Goats",8,5,260
Sohail Ahmad Khan,Studen,41,164,6700
Tathagata Banerjee/Bandyopadhyay,Dhirubhai Ambani Institute of Information & Communication Technology,15,21,1336
Vandana A Kumar,"Professor Biochemistry, GBPant University of Agri and Tech,Pantnagar",22,78,3474
V.N. Sharma,"Senior Professor of Geography, Institute of Science, Banaras Hindu University",5,1,97
Prof. Aravind Vijayaraghavan,"Dept of Materials & National Graphene Institute, University of Manchester.",48,91,7190
Dr. Shivaprasad Gadag Ph.D.,"Manipal Academy of Higher Education, Manipal",11,12,364
Krishna V Shenoy,Stanford and Howard Hughes Medical Institute,91,211,33184
Prof.Malini K V,Sri Sairam College Of Engineering,3,0,24
Madhav Karunakar,Carolinas Medical Center,33,67,4360
M.Sathish Babu,All India Institute of Medical Science,7,7,219
P Anjaneya Vara Prasad,Assistant Professor,2,1,25
Sumukh K Aithal,Graduate Student at Carnegie Mellon University,6,6,279
Sankar Prasad Gorthi,"Professor and HOD, Bharati Vidyapeeth (DTU) Medical College and Hospital, Pune",8,7,580
T K Srikanth,"Professor, International Institute of Information Technology, Bangalore",8,8,1216
Schwark Satyavolu,"Rensselaer Polytechnic Institute, Yodlee Inc. Mastercard Inc.",44,59,5417
Vempati Sai Karthik,SRM University Andhra Pradesh,0,0,0
"Dr.A. S. Achalkumar, FRSC, FICS","Professor, Department of Chemistry, IIT Guwahati",32,68,2768
Alok kumar,Director UX at Myntra,64,250,27122
somnath paul,Intel Corporation,26,59,3369
Umesh Gupta,"Central University of Rajasthan, India",44,80,8437
Dipankar Deb,"Professor, Centre for AI and Robotics (CAIR), IIT Mandi",30,70,3029
Sivakumar G,"ARCI, INDIA",27,54,2148
Jithin Rajan,"Student, National Institute of Technology Tiruchirappalli",1,0,5
Madhu Mazumdar,"Professor of Biostatistics, Icahn School of Medicine at Mount Sinai",104,278,43344
Balasubramanian Paramasivan,"Associate Professor, Dept of Biotechnology & Medical Engg, National Institute of Technology Rourkela",38,96,4918
DAVULURI PRAHLADA RAO,Professor of Chemical Engineering,23,35,2161
Peter Natesan Pushparaj,King Abdulaziz University,37,85,6832
Sujith R I,Indian Institute of Technology Madras,48,168,9004
Rajkumar Buyya,"School of Computing and Information Systems, The Uni of Melbourne; Fellow of IEEE & Academia Europea",171,803,155958
Amit Ranjan Maity,"Associate Professor, Amity University, Kolkata",20,22,1969
