Institution,Name,Affiliation,h-index,i10-index,Citations
National Institute of Technology Calicut,GEORGE VARGHESE,"Professor of Computer Science, UCLA",92,196,42093
National Institute of Technology Calicut,Gokul M. Das,Roswell Park Comprehensive Caner Center,26,32,3313
National Institute of Technology Calicut,Kailash Gopalakrishnan,IBM,39,76,12751
National Institute of Technology Calicut,Balaram Ghosh,"Director Grade Scientist, CSIR-IGIB, Delhi",62,158,13233
National Institute of Technology Calicut,Vaidyanath Harinarayana,"Ph.D. Student, Purdue University",3,2,207
National Institute of Technology Calicut, Ranjani Harish,"Sr. Scientist Translational Research, Madras Diabetes Research Foundation, Chennai, India",30,50,3351
National Institute of Technology Calicut,Aditi Sen De,Harish-Chandra Research Institute,36,109,8291
National Institute of Technology Calicut,Dr.  Indu Sharma,"Associate Professor,  Nims Institute of Allied Medical Science and Technology, NIMS",16,20,892
National Institute of Technology Calicut,JOHNSON CHERIAN,Unknown affiliation,10,10,547
National Institute of Technology Calicut,Mathew V. Jones,Associate Professor of Neuroscience,59,165,16483
National Institute of Technology Calicut,Josh McDermott,Massachusetts Institute of Technology,55,93,22515
National Institute of Technology Calicut,Dr. S.Karthik,"Professor and Dean, CSE, SNS College of Technology, Coimbatore",39,196,7820
National Institute of Technology Calicut,Mohanraj Karthik Ganesh,"Associate Professor & Scientist, Saveetha Institute of Medical and Technical Sciences",10,11,926
National Institute of Technology Calicut,Karthik Vaidyanathan Ramakrishnan,Children's National Medical Center,17,45,1730
National Institute of Technology Calicut,Kavitha Venkatesan,"Novartis Institutes for Biomedical Research, Boston University, Dana-farber Cancer Institute",22,24,25887
National Institute of Technology Calicut,G Seghal Kiran,"Pondicherry University, India",55,106,10263
National Institute of Technology Calicut,Dr Kishore M Paknikar,"IIT Bombay; Nitte University, Mangaluru;  ICT, Mumbai; Agharkar Research Institute, Pune",52,115,14324
National Institute of Technology Calicut,Krishna,"Student of Aryabhatta Knowledge University, Patna",211,1656,190240
National Institute of Technology Calicut,Krishnakumar R. Vasudevan,General Electric Research,7,5,593
National Institute of Technology Calicut,VENKATA KRISHNA KUMAR S,"Associate Professor of Computer Science, PSG College of Arts and Seience",37,141,7644
National Institute of Technology Calicut,Srikanth Krishnamurthy,UC Riverside,65,182,14995
National Institute of Technology Calicut,Badri Krishnan,"Institute for Mathematics, Astrophysics and Particle Physics, Radboud University, Nijmegen",119,245,98517
National Institute of Technology Calicut,N. Lalitha,"Former Professor, Gujarat Institute of Development Research, Ahmedabad",16,28,908
National Institute of Technology Calicut,Dr.K.Lakshmi Narayanan,"Associate Professor of ECE, Francis Xavier Engineering College",17,26,984
National Institute of Technology Calicut,S V Madhu,"University College of Medical Sciences, Delhi, India",48,127,10481
National Institute of Technology Calicut,Narayanan mahendran,Professor and Head of Civil Engineering,12,13,649
National Institute of Technology Calicut,mahesh kumar,Assistant professor of Electrical & Electronics Engineering BBSCET PRAYAGRAJ,74,683,29502
National Institute of Technology Calicut,R Mahesh K Sinha,Unknown affiliation,29,50,2863
National Institute of Technology Calicut,Dr. Manasa K. Nayak,"Research Assistant Professor, Department of Internal Medicine, University of Iowa, Iowa City, USA",23,29,1910
National Institute of Technology Calicut,"Dr. J.G. Manjunatha. M.Sc., M.Phil., Ph.D., Post Doc","FMKMC, College, Mangalore University",58,131,7308
National Institute of Technology Calicut,Marimuthu R,VIT Univetsity,15,22,823
National Institute of Technology Calicut,Meeran Siddiqui,"Software engineer,Ilma University",50,120,12525
National Institute of Technology Calicut,Prof Dr Sevilay Oğuz Kılıç,İstanbul Medipol Mega Üniversite Hastanesi,15,19,582
National Institute of Technology Calicut,Angelo Valerio Marzano,"Professore Ordinario di Dermatologia e Venereologia, Università degli Studi di Milano",65,311,17759
National Institute of Technology Calicut,Dr. Mithun Sharma,Asian Institute of Gastroenterology Hospitals,26,53,12812
National Institute of Technology Calicut,M S Mohan Kumar,Indian Institute of Science,33,95,4316
National Institute of Technology Calicut,Mohan v,"Chairman & Chief Diabetologist, Madras Diabetes Research Foundation",156,954,211901
National Institute of Technology Calicut,Mohan Raj Subramaniam,KPR Institute of Engineering and Technology,12,15,399
National Institute of Technology Calicut,Narayan KM,Ruth and OC Hubert Chair of Global Health,148,586,225878
National Institute of Technology Calicut,Nithin Mohan,Telespazio UK,4,3,58
National Institute of Technology Calicut,NINAN THERADAPUZHA MATHEW,Unknown affiliation,0,0,0
National Institute of Technology Calicut,"Nishant Agrawal, MD",The University of Chicago,61,138,32098
National Institute of Technology Calicut,Nitin Rao A R,"Professor of Surgical Gastroenterology, MS Ramaiah Medical College",17,20,722
National Institute of Technology Calicut,Nitin Labhsetwar,"Chief Scientist & Head, Energy & Resource Management Div. CSIR-NEERI, Nagpur India",54,133,10409
National Institute of Technology Calicut,"Dr. Nitin Kulkarni, F.E.S.I.","Scientist - G and Director, ICFRE-Rain Forest Research Institute, Jorhat (Assam), India",15,25,1063
National Institute of Technology Calicut,Anu Mary Oommen,"Professor, Community Health, Christian Medical College Vellore",18,29,15693
National Institute of Technology Calicut,Moothetty Padmanabhan,Amrita Vishwa Vidyapeetham University,28,56,3565
National Institute of Technology Calicut,Professor Anna L Gloyn,Stanford University,77,170,30623
National Institute of Technology Calicut,Kodeeswaran Parameshwaran,Unknown affiliation,20,31,1794
National Institute of Technology Calicut,Paul C.J.van Rijn,"Ecologist, IBED, University of Amsterdam",31,50,5827
National Institute of Technology Calicut,T VIGNESH PRABHU,University Visvesvaraya College of Engineering,2,1,25
National Institute of Technology Calicut,"Pradeep Kumar Das Mohapatra, M.Sc, Ph.D., FSAB",Raiganj University,44,121,5709
National Institute of Technology Calicut,Pramod K Srivastava PhD MD,University of Connecticut School of Medicine,88,216,34811
National Institute of Technology Calicut,Prasad Manjusri Sirimanne,"Uva Wellassa University, Badulla , Sri Lanka",25,38,2404
National Institute of Technology Calicut,Rajendra Prasad,Amity University Haryana,94,935,48592
National Institute of Technology Calicut,Prasanna Kumar S Mural,"Assistant Professor,  MEMS, Indian Institute of Technology (IIT) Bombay",15,17,763
National Institute of Technology Calicut,Preetha Nair,Mount Carmel College,8,8,592
National Institute of Technology Calicut,Preeti Ranjan Panda,"Professor in Computer Science and Engineering, Indian Institute of Technology Delhi",27,65,4410
National Institute of Technology Calicut,Shashank Priya,"Chemical Engineering and Materials Science, University of Minnesota",93,484,40819
National Institute of Technology Calicut,G Rajalakshmi,"Scientific Officer (F), TIFRH",23,26,7384
National Institute of Technology Calicut,Rajani Ghaju Shrestha,Osaka University,15,17,561
National Institute of Technology Calicut,Dr. Rajesh Kumar Tiwari viral,Unknown affiliation,28,93,3506
National Institute of Technology Calicut,Rajesh Sagar,Professor of psychiatry,97,278,146711
National Institute of Technology Calicut,Rajesh Kumble Nayak,Prof. IISER-Kolkata,101,188,100822
National Institute of Technology Calicut,Dr. V.R.S. Rajesh Kumar,Professor and HOD/ECE Department - Sridevi Women's Engineering College,58,292,20245
National Institute of Technology Calicut,Rajib Biswas,"Associate Professor, Department of Physics, Tezpur University, Tezpur-784028, Assam, India",21,48,1779
National Institute of Technology Calicut,arup kumar Das,rajiv gandhi university,41,182,8162
National Institute of Technology Calicut,Rajkumar Buyya,"School of Computing and Information Systems, The Uni of Melbourne; Fellow of IEEE & Academia Europea",171,803,155835
National Institute of Technology Calicut,Prof. S.Ramakrishna,"Department of Computer Science, Sri Venkateswara University, Tirupati",35,190,6794
National Institute of Technology Calicut,Natarajan Raman,Associate Professor of Chemistry,50,174,8677
National Institute of Technology Calicut,R. RAMESH,"University of California, Berkeley",165,730,125214
National Institute of Technology Calicut,Pradeep Ravikumar,"Professor, School of Computer Science, Carnegie Mellon University",61,153,23386
National Institute of Technology Calicut,"Prof Ranjith Pathegama Gamage, FTSE, FCAE","Fellow of Australian Academy of Technology and Engineering, Director, Deep Earth Energy Research Lab",102,472,33297
National Institute of Technology Calicut,Ranjit Unnikrishnan,"Dr Mohan’s Diabetes Specialities Centre and Madras Diabetes Research Foundation, Chennai, India",51,117,11696
National Institute of Technology Calicut,Nasima Akther Roshni,Lecturer,4,1,100
National Institute of Technology Calicut,Alexander George Roy Thomas,University of Michigan,59,149,14343
National Institute of Technology Calicut,Rukmani Sridharan,"PhD student, Royal College of Surgeons in Ireland",13,14,2160
National Institute of Technology Calicut,Samuel R. Bowman,Anthropic and NYU,64,112,44171
National Institute of Technology Calicut,Purushottam R. Patil,"Professor, Sandip University ,Nashik",4,1,58
National Institute of Technology Calicut,Sandhya K. Balaram,Weill Cornell Medicine,23,28,2056
National Institute of Technology Calicut,Sandhya P. Koushika,"DBS-TIFR, Tata Institute of Fundamental Research",28,38,3934
National Institute of Technology Calicut,Sanjeev Gupta,Center for Global Development,65,162,23772
National Institute of Technology Calicut,Vijay Shankar Singh,Retired Scientist,37,83,4615
National Institute of Technology Calicut,Santosh Kumar Divvala,"AI2, UW",29,84,64945
National Institute of Technology Calicut,Santosh Kumar Divvala,"AI2, UW",29,84,64945
National Institute of Technology Calicut,Khundrakpam Saratchandra Singh,"Associate Professor of Physics, D.J.College, Baraut, India",18,25,758
National Institute of Technology Calicut,G Venkata Sarath Kumar,Ashok Leyland,5,1,54
National Institute of Technology Calicut,K.J.Sasikala (Kathija),University of Technology and Applied Science,15,22,620
National Institute of Technology Calicut,Satya Prakash Singh,"School of management sciences, Lucknow",38,188,8466
National Institute of Technology Calicut,Kenneth Schafer,"Professor of Physics, Louisiana State University",65,131,21356
National Institute of Technology Calicut,Knecht sebastien,Az Sint jan,49,94,12533
National Institute of Technology Calicut,Muthappa Senthil-Kumar,National Institute of Plant Genome Research,44,86,8885
National Institute of Technology Calicut,Prof. Ramachandran B.,"Professor, Sethu Institute of Technology, Tamil Nadu, India",19,26,1167
National Institute of Technology Calicut,Muhammad Shafiq,"Plant Production Department, King Saud University, Riyadh (Saudi Arabia)",68,552,26686
National Institute of Technology Calicut,Abdul Karim Salim Allaf,University of La Rochelle,48,149,11324
National Institute of Technology Calicut,"Shameer Khader, PhD, MPH","Executive Director (Data Science, Machine Learning, Digital Health and Bioinformatics), Sanofi",40,73,7342
National Institute of Technology Calicut,KT Shanmugam,"Professor of Microbiology and Cell Science, IFAS, University of Florida",73,142,15071
National Institute of Technology Calicut,Sharon R. Lewin,Doherty Institute,92,322,40305
National Institute of Technology Calicut,sheba Jebakani,"K S Institute of Technology, VTU",2,0,11
National Institute of Technology Calicut,Shiba Shankar Giri,ICAR-Central Institute of Freshwater Aquaculture,27,73,2730
National Institute of Technology Calicut,Sheila JJ Heymans,SAMS,50,119,8461
National Institute of Technology Calicut,Sheena Radford,The University of Leeds,102,322,37240
National Institute of Technology Calicut,Shivarajkumar goudar,"Associate Professor, Smt. Kamala and Sri. Venkappa M Agadi College of Engineering and Technology",1,0,8
National Institute of Technology Calicut,Dr.Shobha M V,"Associate Professor, Physiology, Sri Devaraj Urs University Tamaka Kolar",4,0,39
National Institute of Technology Calicut,Narayan Chandra Sahu,"Head, Sasya Shyamala Krishi Vigyan Kendra, Ramakrishna Mission Vivekananda University",8,6,380
National Institute of Technology Calicut,Vishal Gupta,"Siddharth University, Kapilvastu",41,222,10501
National Institute of Technology Calicut,Siddhartha Chib,Harry C Hartkopf Professor of Econometrics and Statistics,50,86,33475
National Institute of Technology Calicut,Oscar Andrés Vargas Velásquez,Universidad del Sinú,16,27,768
National Institute of Technology Calicut,Soumya G Nair,Amrita Vishwa Vidyapeetham,4,3,112
National Institute of Technology Calicut,AGASTHI SOWMYA SREE,Student,2,1,13
National Institute of Technology Calicut,Soumya Raychaudhuri,"Harvard Medical School; Brigham and Women's Hospital, Broad Institute",121,266,88796
National Institute of Technology Calicut,Arcot Sowmya,"Professor, University of New South Wales",32,126,5811
National Institute of Technology Calicut,Sudhakar Reddy,"Department of ECE, University of Iowa",75,355,21487
National Institute of Technology Calicut,Dr K.V.N.Sunitha,"Principal, BVRIT HYDERABAD College of Engineering for Women",12,19,794
National Institute of Technology Calicut,Dr.Supriya A. Patil,"Sejong University,Seoul",38,96,4063
National Institute of Technology Calicut,M. S. Suresh,professor and principal,56,268,12956
National Institute of Technology Calicut,Dr Susheela Devi B Devaru,"Associate Professor, Dr Ambedkar Institute of Technology",4,4,82
National Institute of Technology Calicut,Swapna A S,Associate Professor,2,0,13
National Institute of Technology Calicut,Professor Thangavel Kuttiyannan,"Professor of Computer Science, Periyar University, Salem",27,69,3357
National Institute of Technology Calicut,Mathews Thomas,"Lecturer, Monash University",52,151,27792
National Institute of Technology Calicut,Greeshma Thrivikraman,"Assistant Professor, Department of Biotechnology, IIT Madras",23,25,2522
National Institute of Technology Calicut,Associate Professor Tushar Kumeria,Scientia Fellow || Materials Science & Engineering || University of New South Wales,48,99,6126
National Institute of Technology Calicut,Thushara G.S. Pillai,MIT Haystack Observatory,41,78,6504
National Institute of Technology Calicut,Thomson K Alex,"Assistant Professor of Economics, Bishop Abraham Memorial College",1,0,2
National Institute of Technology Calicut,Viktor K. Prasanna,University of Southern California,83,508,29464
National Institute of Technology Calicut,Vijay Ramani,"Department of Energy, Environmental and Chemical Engineering, Washington University in St. Louis",52,127,9415
National Institute of Technology Calicut,Varadarajan Chari,Professor of Economics University of Minnesota,57,101,19401
National Institute of Technology Calicut,SIMAMKELE VENA,University of the Western Cape,131,470,59072
National Institute of Technology Calicut,Dr. G. Vinod Kumar,"Assistant professor, CSSR and SRRM Degree and PG College",6,4,145
National Institute of Technology Calicut,Vinodhini.G,"Asst.Professor, CSE,Annamalai University",13,17,1515
